Origin,WeekOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
COD,4,2,2,0,0,0
ICT,20,2,2,0,0,0
MLI,1,2,1,1,0,0
SRQ,10,2,2,0,0,0
IDA,50,2,2,0,0,0
FNT,18,2,1,0,1,0
CWA,49,2,0,0,2,0
MFR,12,2,1,0,1,0
SIT,5,2,0,2,0,0
MSO,4,2,1,1,0,0
RSW,0,2,2,0,0,0
FNT,30,2,1,0,1,0
FLG,11,2,2,0,0,0
ABE,13,2,0,0,2,0
TUS,17,2,1,1,0,0
BUR,52,2,2,0,0,0
OGG,44,2,2,0,0,0
ABI,9,2,0,2,0,0
SBP,9,2,2,0,0,0
HDN,9,2,1,1,0,0
OGG,19,2,2,0,0,0
YAK,0,2,2,0,0,0
FCA,2,2,0,1,1,0
CHS,44,2,0,1,1,0
CMI,52,2,0,2,0,0
FLG,13,2,2,0,0,0
DBQ,27,2,0,2,0,0
MBS,49,2,1,0,1,0
MBS,24,2,2,0,0,0
FNT,28,2,0,0,2,0
GPT,5,2,2,0,0,0
LBB,37,2,2,0,0,0
LGB,19,2,1,0,1,0
MAF,6,2,1,1,0,0
STT,13,2,2,0,0,0
BUF,44,2,0,2,0,0
FSD,23,2,0,1,1,0
BQN,29,2,0,2,0,0
GPT,7,2,0,2,0,0
LCH,25,2,0,2,0,0
IYK,1,2,2,0,0,0
DSM,20,2,2,0,0,0
MSO,1,2,2,0,0,0
IDA,0,2,0,2,0,0
SWF,50,2,0,2,0,0
MEI,3,2,1,1,0,0
TLH,22,2,2,0,0,0
MDW,25,2,1,1,0,0
ALO,8,2,0,1,1,0
ITH,50,2,1,1,0,0
TUL,40,2,1,0,1,0
COS,39,2,2,0,0,0
TVC,21,2,0,0,2,0
LGB,16,2,2,0,0,0
CMI,16,2,0,1,1,0
ORF,20,2,1,0,1,0
SCE,7,2,2,0,0,0
STX,9,2,1,1,0,0
CPR,6,2,0,2,0,0
BMI,36,2,0,0,2,0
CRW,26,2,0,1,1,0
GRB,52,2,1,1,0,0
TYR,19,2,0,2,0,0
ELM,5,2,1,0,1,0
SYR,0,2,2,0,0,0
JAN,12,2,1,1,0,0
VPS,0,2,1,1,0,0
MOT,6,2,0,2,0,0
COS,0,2,2,0,0,0
GTF,6,2,1,1,0,0
IDA,19,2,2,0,0,0
DRO,2,2,2,0,0,0
CID,35,2,1,0,1,0
CIC,10,2,0,0,2,0
ABI,4,2,0,2,0,0
TVC,3,2,2,0,0,0
PVD,16,2,0,1,1,0
BNA,42,2,1,1,0,0
ROA,24,2,1,0,1,0
YUM,3,2,2,0,0,0
BDL,21,2,1,0,1,0
DSM,38,2,2,0,0,0
BOI,8,2,2,0,0,0
IPL,31,2,2,0,0,0
IPL,48,2,0,2,0,0
BRO,1,2,0,2,0,0
GTF,4,2,2,0,0,0
TRI,12,2,2,0,0,0
VPS,16,2,2,0,0,0
FSD,52,2,2,0,0,0
PIH,3,2,1,1,0,0
OMA,20,2,2,0,0,0
BFL,43,2,0,1,1,0
GSO,47,2,1,1,0,0
BTR,8,2,1,0,1,0
CRW,31,2,1,1,0,0
TXK,4,2,0,2,0,0
ANC,35,2,1,1,0,0
JAC,33,2,2,0,0,0
FAI,5,2,2,0,0,0
MLB,27,2,0,0,2,0
CMI,50,2,0,2,0,0
ONT,20,2,2,0,0,0
LSE,12,2,0,0,2,0
FAT,45,2,2,0,0,0
DAB,24,2,0,0,2,0
CRP,4,2,1,1,0,0
TUS,28,2,2,0,0,0
CHA,0,2,1,1,0,0
BIL,6,2,1,1,0,0
BET,40,2,1,1,0,0
GJT,15,2,2,0,0,0
TRI,3,2,0,2,0,0
FLG,1,2,0,1,1,0
SWF,32,2,2,0,0,0
LCH,33,2,0,0,2,0
MTJ,6,2,0,2,0,0
FAI,19,2,2,0,0,0
HDN,19,2,0,2,0,0
HDN,6,2,0,1,1,0
BIL,5,2,2,0,0,0
MDT,32,2,2,0,0,0
MBS,2,2,1,0,1,0
RHI,52,2,1,1,0,0
HNL,0,2,2,0,0,0
RIC,39,2,2,0,0,0
GUC,5,2,0,2,0,0
HPN,26,2,0,1,1,0
GCC,52,2,2,0,0,0
HRL,19,2,2,0,0,0
GEG,11,2,2,0,0,0
ADQ,6,2,0,2,0,0
ABQ,13,2,2,0,0,0
CLD,3,2,2,0,0,0
TLH,3,2,1,1,0,0
SBN,20,2,2,0,0,0
AZO,41,2,1,0,1,0
ACT,18,2,1,1,0,0
CID,24,2,0,2,0,0
ABI,13,2,2,0,0,0
CRW,6,2,0,1,1,0
FAR,31,2,0,1,1,0
FAR,12,2,1,1,0,0
LSE,16,2,1,0,1,0
MLB,0,2,2,0,0,0
FSD,10,2,2,0,0,0
FSD,12,2,0,1,1,0
AMA,2,2,2,0,0,0
BOI,23,2,0,2,0,0
ADK,31,2,2,0,0,0
GFK,8,2,0,0,2,0
GUC,29,2,2,0,0,0
MHT,35,2,2,0,0,0
MLU,33,2,1,0,1,0
TLH,29,2,1,0,1,0
BZN,4,2,1,1,0,0
ROA,16,2,1,0,1,0
SUN,44,2,1,1,0,0
CDV,6,2,1,1,0,0
LEX,26,2,1,0,1,0
OKC,45,2,1,1,0,0
ACV,22,2,0,0,2,0
GUC,1,2,0,0,2,0
TYS,39,2,2,0,0,0
ROC,20,2,1,0,1,0
DAY,30,2,0,0,2,0
TXK,0,2,2,0,0,0
AEX,30,2,2,0,0,0
BTV,52,2,1,1,0,0
GJT,16,2,2,0,0,0
FCA,1,2,2,0,0,0
GCC,17,2,1,1,0,0
CMI,1,2,0,1,1,0
SWF,33,2,1,1,0,0
CPR,0,2,1,1,0,0
FNT,45,2,1,0,1,0
GJT,3,2,1,1,0,0
MEI,2,2,0,2,0,0
GRK,2,2,0,2,0,0
BMI,25,2,0,0,2,0
YAK,51,2,1,1,0,0
FAR,17,2,1,0,1,0
BUF,19,2,0,0,2,0
BGM,51,2,2,0,0,0
IYK,12,2,0,1,1,0
PIA,37,2,0,2,0,0
CLD,5,2,1,0,1,0
MCN,27,2,1,0,1,0
JAC,52,2,2,0,0,0
AZO,37,2,0,2,0,0
ERI,50,2,1,1,0,0
GUC,52,2,1,0,1,0
MFR,29,2,1,0,1,0
SBA,45,2,2,0,0,0
CHA,32,2,2,0,0,0
ROA,34,2,1,0,1,0
MRY,6,2,0,2,0,0
MOD,52,2,0,2,0,0
PNS,48,1,1,0,0,0
OTZ,51,1,1,0,0,0
ADK,50,1,0,1,0,0
FAI,49,1,0,1,0,0
BRW,49,1,0,1,0,0
OME,49,1,0,1,0,0
YAK,48,1,1,0,0,0
OME,48,1,0,1,0,0
EGE,48,1,1,0,0,0
AUS,48,1,1,0,0,0
ELP,48,1,1,0,0,0
ITH,48,1,0,0,1,0
SWF,51,1,1,0,0,0
FSM,48,1,1,0,0,0
RHI,49,1,0,0,1,0
ROA,52,1,0,1,0,0
FSM,49,1,0,1,0,0
CMX,49,1,1,0,0,0
ALO,48,1,0,1,0,0
ALO,52,1,0,1,0,0
DLH,49,1,0,0,1,0
CLL,49,1,1,0,0,0
CLL,52,1,1,0,0,0
TXK,51,1,0,1,0,0
LIH,52,1,1,0,0,0
LYH,48,1,0,1,0,0
BQK,49,1,0,0,1,0
ABE,48,1,1,0,0,0
MLB,51,1,0,0,1,0
FLO,50,1,0,1,0,0
ACT,52,1,1,0,0,0
RKS,50,1,0,1,0,0
SUN,48,1,1,0,0,0
SGU,51,1,0,1,0,0
PIH,49,1,0,1,0,0
FAR,52,1,1,0,0,0
IDA,52,1,1,0,0,0
LNK,49,1,0,0,1,0
FCA,51,1,0,1,0,0
BIL,50,1,1,0,0,0
AVP,48,1,0,1,0,0
BFL,51,1,1,0,0,0
FAR,49,1,0,0,1,0
ACT,51,1,0,1,0,0
CRW,48,1,0,0,1,0
CIC,50,1,0,0,1,0
IPL,50,1,0,1,0,0
OTH,52,1,0,1,0,0
CLD,52,1,0,1,0,0
CLD,51,1,0,1,0,0
OTH,50,1,0,1,0,0
OTH,49,1,0,1,0,0
RDM,52,1,0,1,0,0
IYK,52,1,0,1,0,0
RDD,49,1,0,1,0,0
OXR,52,1,0,1,0,0
SMX,52,1,0,1,0,0
IYK,48,1,0,1,0,0
IYK,50,1,0,1,0,0
MRY,49,1,1,0,0,0
SRQ,52,1,1,0,0,0
COS,51,1,0,1,0,0
JAC,49,1,0,1,0,0
COS,48,1,1,0,0,0
LCH,48,1,1,0,0,0
MAF,49,1,0,1,0,0
MFE,51,1,0,0,1,0
SAT,52,1,0,1,0,0
BOI,52,1,0,1,0,0
CRP,52,1,1,0,0,0
TOL,50,1,0,0,1,0
RKS,48,1,0,1,0,0
SGU,49,1,0,1,0,0
LEX,44,1,1,0,0,0
BTV,45,1,0,1,0,0
SYR,44,1,0,1,0,0
ADK,48,1,0,1,0,0
OME,47,1,1,0,0,0
YAK,46,1,1,0,0,0
YAK,44,1,1,0,0,0
ICT,46,1,1,0,0,0
MFE,45,1,0,1,0,0
OMA,46,1,1,0,0,0
PBI,47,1,1,0,0,0
AUS,44,1,1,0,0,0
ELP,46,1,1,0,0,0
OKC,46,1,1,0,0,0
BNA,46,1,1,0,0,0
BHM,47,1,1,0,0,0
MOB,46,1,1,0,0,0
SWF,46,1,1,0,0,0
IDA,44,1,1,0,0,0
SBN,43,1,1,0,0,0
GRB,46,1,1,0,0,0
CMH,46,1,1,0,0,0
RHI,45,1,1,0,0,0
RST,46,1,1,0,0,0
FSD,47,1,1,0,0,0
ABY,51,1,0,0,1,0
TLH,46,1,1,0,0,0
PNS,44,1,1,0,0,0
LRD,50,1,0,1,0,0
SGF,47,1,1,0,0,0
FAR,45,1,1,0,0,0
ALO,47,1,0,1,0,0
CMI,44,1,1,0,0,0
TOL,44,1,1,0,0,0
SGF,44,1,0,1,0,0
TYS,45,1,0,0,1,0
DBQ,45,1,0,1,0,0
SHV,47,1,0,1,0,0
MLU,45,1,0,0,1,0
GGG,45,1,0,1,0,0
AEX,43,1,1,0,0,0
ITO,44,1,1,0,0,0
SJU,48,1,1,0,0,0
LYH,45,1,0,1,0,0
ACT,48,1,1,0,0,0
AVP,46,1,1,0,0,0
AGS,47,1,1,0,0,0
ILM,48,1,0,1,0,0
GSP,47,1,1,0,0,0
GCC,48,1,0,1,0,0
SYR,48,1,0,0,1,0
CRW,47,1,1,0,0,0
SDF,47,1,1,0,0,0
DAB,48,1,0,0,1,0
PFN,46,1,1,0,0,0
MGM,47,1,1,0,0,0
HHH,47,1,1,0,0,0
GNV,46,1,1,0,0,0
ACT,45,1,0,1,0,0
VPS,46,1,1,0,0,0
CSG,46,1,1,0,0,0
MGM,46,1,1,0,0,0
CHA,47,1,1,0,0,0
VPS,47,1,1,0,0,0
MYR,47,1,1,0,0,0
PVD,46,1,0,0,1,0
ORF,45,1,1,0,0,0
ILM,44,1,1,0,0,0
RNO,47,1,1,0,0,0
BIS,48,1,1,0,0,0
EKO,45,1,1,0,0,0
SUN,45,1,0,1,0,0
MBS,45,1,0,0,1,0
EUG,45,1,1,0,0,0
BOI,44,1,0,0,1,0
DRO,45,1,0,1,0,0
CRW,45,1,1,0,0,0
CEC,44,1,0,0,1,0
ACV,47,1,0,1,0,0
OTH,45,1,0,1,0,0
OTH,43,1,0,0,1,0
GEG,47,1,0,1,0,0
OTH,47,1,0,1,0,0
MOD,47,1,0,1,0,0
SGU,46,1,1,0,0,0
CEC,47,1,0,1,0,0
RDD,43,1,0,1,0,0
RDD,45,1,1,0,0,0
MFR,45,1,0,0,1,0
BTM,46,1,0,1,0,0
BTM,45,1,0,1,0,0
FAY,51,1,0,0,1,0
BGR,48,1,0,1,0,0
SRQ,47,1,1,0,0,0
JAC,48,1,0,0,1,0
PWM,47,1,0,1,0,0
MBS,46,1,1,0,0,0
RKS,46,1,1,0,0,0
ORF,46,1,1,0,0,0
MSN,46,1,1,0,0,0
SYR,46,1,1,0,0,0
SBP,45,1,0,1,0,0
ASE,45,1,0,1,0,0
JAC,44,1,1,0,0,0
OMA,44,1,0,0,1,0
DAY,44,1,0,0,1,0
HSV,46,1,1,0,0,0
ALB,45,1,0,0,1,0
BGR,45,1,0,0,1,0
ORF,48,1,0,0,1,0
ABI,47,1,0,1,0,0
MAF,46,1,1,0,0,0
TUL,46,1,1,0,0,0
MSY,46,1,1,0,0,0
MCI,46,1,1,0,0,0
CRP,46,1,1,0,0,0
SPI,52,1,1,0,0,0
HRL,44,1,1,0,0,0
PIH,52,1,0,1,0,0
MFE,41,1,0,1,0,0
PWM,43,1,1,0,0,0
PSE,43,1,0,1,0,0
BTV,43,1,0,1,0,0
PSE,41,1,0,1,0,0
YAK,43,1,1,0,0,0
CDV,43,1,1,0,0,0
YAK,41,1,1,0,0,0
ADK,40,1,0,1,0,0
FAT,40,1,1,0,0,0
ABQ,42,1,1,0,0,0
MSY,39,1,1,0,0,0
FLL,40,1,1,0,0,0
EVV,40,1,1,0,0,0
SBN,42,1,1,0,0,0
SBN,41,1,1,0,0,0
OKC,40,1,1,0,0,0
CHA,43,1,1,0,0,0
MOB,39,1,0,0,1,0
TYS,40,1,1,0,0,0
DSM,42,1,1,0,0,0
IND,41,1,1,0,0,0
TVC,39,1,1,0,0,0
GSP,42,1,1,0,0,0
CAE,39,1,1,0,0,0
LNK,39,1,1,0,0,0
SCE,42,1,1,0,0,0
TVC,42,1,1,0,0,0
BHM,40,1,1,0,0,0
CHS,40,1,1,0,0,0
TLH,42,1,1,0,0,0
TLH,41,1,1,0,0,0
BUF,40,1,1,0,0,0
MBS,42,1,1,0,0,0
SGF,43,1,0,0,1,0
RST,42,1,0,1,0,0
DAB,51,1,1,0,0,0
TOL,41,1,1,0,0,0
TOL,39,1,1,0,0,0
GSO,39,1,1,0,0,0
DBQ,42,1,0,1,0,0
CWA,40,1,1,0,0,0
BMI,41,1,0,0,1,0
MOB,43,1,1,0,0,0
LIT,40,1,1,0,0,0
GGG,41,1,0,1,0,0
SBA,42,1,0,0,1,0
OGG,43,1,1,0,0,0
LIH,42,1,1,0,0,0
LIH,43,1,1,0,0,0
MKE,42,1,1,0,0,0
RIC,41,1,1,0,0,0
HHH,43,1,1,0,0,0
HHH,42,1,1,0,0,0
PWM,41,1,1,0,0,0
AGS,42,1,0,1,0,0
GPT,42,1,1,0,0,0
EYW,40,1,1,0,0,0
CSG,40,1,0,1,0,0
LAW,40,1,1,0,0,0
AMA,46,1,1,0,0,0
MOB,42,1,1,0,0,0
PHF,40,1,0,1,0,0
EWN,43,1,1,0,0,0
TRI,41,1,1,0,0,0
GRR,42,1,1,0,0,0
SYR,40,1,1,0,0,0
CSG,42,1,0,0,1,0
BMI,42,1,1,0,0,0
MCN,41,1,1,0,0,0
DAB,42,1,1,0,0,0
SAV,42,1,1,0,0,0
FLL,41,1,1,0,0,0
MSY,43,1,0,0,1,0
OMA,42,1,1,0,0,0
CLE,41,1,1,0,0,0
ILM,40,1,1,0,0,0
GJT,45,1,1,0,0,0
PVD,40,1,1,0,0,0
MSY,40,1,1,0,0,0
PBI,39,1,1,0,0,0
MHT,42,1,1,0,0,0
RNO,41,1,1,0,0,0
ALB,41,1,1,0,0,0
SUN,41,1,0,1,0,0
SUN,42,1,1,0,0,0
PSP,42,1,1,0,0,0
BZN,42,1,1,0,0,0
OMA,40,1,0,0,1,0
AZO,43,1,0,0,1,0
IDA,40,1,1,0,0,0
CLD,41,1,1,0,0,0
MOD,41,1,0,1,0,0
MOD,42,1,0,1,0,0
GEG,41,1,1,0,0,0
OTH,41,1,0,1,0,0
RDM,42,1,1,0,0,0
CLD,43,1,0,1,0,0
SBA,41,1,1,0,0,0
MFR,40,1,1,0,0,0
MFR,42,1,1,0,0,0
PMD,43,1,0,0,1,0
IYK,42,1,0,0,1,0
PMD,40,1,1,0,0,0
PMD,39,1,0,0,1,0
OXR,39,1,1,0,0,0
OXR,42,1,0,1,0,0
MRY,41,1,1,0,0,0
IYK,43,1,1,0,0,0
CEC,49,1,1,0,0,0
TYS,43,1,1,0,0,0
RIC,42,1,0,1,0,0
SAV,39,1,1,0,0,0
KOA,43,1,0,1,0,0
FAR,44,1,1,0,0,0
EGE,43,1,1,0,0,0
ILM,42,1,1,0,0,0
MHT,41,1,1,0,0,0
RDD,44,1,1,0,0,0
EGE,40,1,0,1,0,0
GJT,40,1,1,0,0,0
MYR,40,1,1,0,0,0
YUM,39,1,1,0,0,0
MTJ,39,1,0,0,1,0
MDT,39,1,1,0,0,0
PSP,39,1,1,0,0,0
SPI,39,1,1,0,0,0
BMI,39,1,1,0,0,0
JAX,41,1,0,1,0,0
BTR,42,1,0,1,0,0
LFT,42,1,0,0,1,0
AEX,42,1,0,1,0,0
CHS,42,1,0,0,1,0
IND,42,1,0,0,1,0
BET,42,1,0,1,0,0
HRL,43,1,1,0,0,0
RKS,40,1,0,1,0,0
ELP,42,1,1,0,0,0
CRP,42,1,1,0,0,0
PDX,42,1,1,0,0,0
BOI,40,1,0,1,0,0
GPT,43,1,1,0,0,0
ABI,40,1,1,0,0,0
HRL,40,1,0,1,0,0
LIH,36,1,1,0,0,0
SAV,35,1,1,0,0,0
RSW,38,1,1,0,0,0
AUS,38,1,0,1,0,0
RKS,52,1,1,0,0,0
LGB,35,1,1,0,0,0
FAI,38,1,1,0,0,0
BRW,37,1,1,0,0,0
KTN,36,1,0,1,0,0
WRG,35,1,1,0,0,0
PFN,35,1,0,1,0,0
BDL,44,1,0,0,1,0
CMX,36,1,0,1,0,0
GSP,39,1,1,0,0,0
LAN,39,1,0,0,1,0
FSD,39,1,1,0,0,0
MTJ,40,1,1,0,0,0
TLH,38,1,0,0,1,0
ITO,48,1,1,0,0,0
GRB,37,1,1,0,0,0
DBQ,35,1,0,0,1,0
GNV,47,1,1,0,0,0
CHA,36,1,0,0,1,0
SPS,35,1,1,0,0,0
HPN,38,1,1,0,0,0
ITO,43,1,1,0,0,0
JAN,38,1,0,0,1,0
PFN,38,1,1,0,0,0
LFT,38,1,1,0,0,0
PFN,37,1,1,0,0,0
ITO,41,1,1,0,0,0
MCN,37,1,1,0,0,0
HHH,37,1,0,1,0,0
AGS,36,1,1,0,0,0
CHO,35,1,0,1,0,0
GNV,35,1,1,0,0,0
HHH,35,1,0,1,0,0
BOI,38,1,1,0,0,0
MSY,38,1,1,0,0,0
HTS,52,1,1,0,0,0
GEG,36,1,1,0,0,0
PDX,38,1,1,0,0,0
BIS,51,1,1,0,0,0
TUS,35,1,1,0,0,0
PDX,35,1,1,0,0,0
SMF,40,1,1,0,0,0
DAY,39,1,0,0,1,0
COS,38,1,1,0,0,0
CEC,38,1,0,1,0,0
OXR,38,1,0,1,0,0
RKS,37,1,1,0,0,0
RDD,37,1,0,0,1,0
OTH,37,1,0,1,0,0
SGU,37,1,1,0,0,0
SUN,37,1,1,0,0,0
BZN,35,1,1,0,0,0
CLD,37,1,0,0,1,0
BZN,36,1,0,1,0,0
MOD,36,1,0,0,1,0
FAR,36,1,0,0,1,0
CLD,38,1,0,1,0,0
PMD,36,1,1,0,0,0
LMT,35,1,1,0,0,0
FCA,35,1,1,0,0,0
ACV,35,1,1,0,0,0
ABQ,35,1,1,0,0,0
SPI,35,1,0,0,1,0
LAN,35,1,0,0,1,0
LNK,35,1,0,0,1,0
CMX,48,1,0,1,0,0
MRY,35,1,1,0,0,0
PSP,35,1,1,0,0,0
OXR,35,1,0,1,0,0
IPL,35,1,1,0,0,0
HSV,39,1,1,0,0,0
GJT,39,1,1,0,0,0
TVC,38,1,0,1,0,0
RKS,38,1,1,0,0,0
ILM,38,1,0,1,0,0
MTJ,38,1,1,0,0,0
FAI,40,1,0,1,0,0
ROA,37,1,0,1,0,0
SBA,37,1,1,0,0,0
DRO,37,1,1,0,0,0
GJT,36,1,1,0,0,0
FAT,36,1,1,0,0,0
MDT,35,1,1,0,0,0
RKS,35,1,1,0,0,0
GJT,35,1,1,0,0,0
CAE,35,1,0,0,1,0
EGE,35,1,0,0,1,0
JAC,35,1,1,0,0,0
BTR,37,1,0,1,0,0
CHA,35,1,1,0,0,0
MFE,37,1,0,1,0,0
MAF,35,1,1,0,0,0
CPR,41,1,1,0,0,0
MHT,38,1,0,0,1,0
GRK,37,1,0,1,0,0
CRW,37,1,0,1,0,0
MLU,37,1,0,1,0,0
BTR,38,1,1,0,0,0
CIC,52,1,0,1,0,0
ELP,38,1,1,0,0,0
HRL,38,1,1,0,0,0
CMX,45,1,0,1,0,0
EUG,39,1,1,0,0,0
ABI,36,1,1,0,0,0
LWS,50,1,0,1,0,0
FWA,41,1,1,0,0,0
MLB,30,1,0,1,0,0
HPN,33,1,0,1,0,0
ADK,34,1,1,0,0,0
WRG,43,1,0,1,0,0
PSG,34,1,0,1,0,0
DLG,34,1,1,0,0,0
YAK,33,1,1,0,0,0
BRW,33,1,0,1,0,0
CDV,33,1,1,0,0,0
BET,33,1,0,1,0,0
BRW,32,1,1,0,0,0
DLG,32,1,1,0,0,0
RSW,47,1,1,0,0,0
OMA,35,1,1,0,0,0
AKN,32,1,1,0,0,0
OTZ,31,1,1,0,0,0
AKN,31,1,1,0,0,0
BTV,46,1,1,0,0,0
YUM,38,1,1,0,0,0
WRG,31,1,1,0,0,0
MFE,34,1,1,0,0,0
STX,34,1,1,0,0,0
ROC,37,1,1,0,0,0
RNO,33,1,1,0,0,0
HRL,47,1,1,0,0,0
DLH,37,1,1,0,0,0
LAN,32,1,1,0,0,0
LSE,32,1,1,0,0,0
CAE,33,1,1,0,0,0
BGM,31,1,1,0,0,0
PIA,33,1,1,0,0,0
BIS,30,1,1,0,0,0
BUF,34,1,1,0,0,0
DLH,31,1,1,0,0,0
MQT,31,1,0,0,1,0
TOL,33,1,0,0,1,0
FWA,33,1,0,1,0,0
CMI,33,1,1,0,0,0
CMI,30,1,1,0,0,0
RDM,38,1,0,1,0,0
MAF,32,1,1,0,0,0
MLI,33,1,0,0,1,0
FWA,32,1,0,1,0,0
FSM,33,1,0,1,0,0
GJT,32,1,0,1,0,0
LRD,34,1,0,0,1,0
SJT,32,1,0,1,0,0
ACT,31,1,1,0,0,0
GGG,32,1,0,1,0,0
TYR,32,1,0,1,0,0
FAT,30,1,1,0,0,0
SBN,47,1,1,0,0,0
CAK,32,1,1,0,0,0
EWN,34,1,0,0,1,0
ABY,33,1,0,1,0,0
EVV,33,1,1,0,0,0
OAJ,30,1,0,0,1,0
LFT,34,1,0,0,1,0
ATW,34,1,1,0,0,0
SYR,34,1,1,0,0,0
AEX,31,1,0,1,0,0
LWB,32,1,1,0,0,0
OAJ,34,1,0,0,1,0
ABY,31,1,0,1,0,0
BIS,49,1,0,1,0,0
PFN,31,1,0,1,0,0
VPS,32,1,1,0,0,0
AEX,34,1,1,0,0,0
BQK,30,1,0,0,1,0
SRQ,34,1,0,0,1,0
CID,34,1,1,0,0,0
DAB,32,1,1,0,0,0
BDL,40,1,1,0,0,0
GNV,34,1,0,0,1,0
BMI,32,1,1,0,0,0
MCN,31,1,1,0,0,0
DHN,34,1,0,0,1,0
CSG,31,1,0,1,0,0
BQK,32,1,1,0,0,0
MGM,33,1,1,0,0,0
RSW,34,1,0,0,1,0
PBI,34,1,0,0,1,0
DLH,39,1,1,0,0,0
ELP,34,1,1,0,0,0
MHT,34,1,1,0,0,0
ILM,34,1,1,0,0,0
CHS,33,1,1,0,0,0
GEG,33,1,1,0,0,0
GEG,32,1,1,0,0,0
MLU,48,1,1,0,0,0
BZN,33,1,1,0,0,0
EGE,31,1,1,0,0,0
DAY,33,1,1,0,0,0
HSV,35,1,1,0,0,0
SCE,50,1,0,1,0,0
MKG,34,1,0,1,0,0
CEC,34,1,0,1,0,0
SGU,34,1,1,0,0,0
RKS,34,1,1,0,0,0
CDC,34,1,1,0,0,0
PSP,34,1,0,1,0,0
MFR,33,1,1,0,0,0
ATW,33,1,0,1,0,0
RKS,33,1,1,0,0,0
PSC,33,1,1,0,0,0
PIH,33,1,1,0,0,0
SMX,33,1,0,1,0,0
EKO,33,1,1,0,0,0
RDD,33,1,1,0,0,0
JAC,31,1,1,0,0,0
SUN,31,1,1,0,0,0
COD,31,1,1,0,0,0
GTF,31,1,1,0,0,0
AVP,31,1,0,1,0,0
ABE,31,1,0,1,0,0
OXR,31,1,1,0,0,0
PNS,36,1,1,0,0,0
ASE,30,1,0,1,0,0
HLN,30,1,1,0,0,0
SPI,30,1,1,0,0,0
PWM,33,1,1,0,0,0
OAJ,51,1,0,0,1,0
RAP,34,1,1,0,0,0
YUM,34,1,1,0,0,0
GUC,33,1,1,0,0,0
CWA,41,1,1,0,0,0
YUM,33,1,1,0,0,0
LIH,33,1,1,0,0,0
JAC,32,1,1,0,0,0
MTJ,32,1,0,0,1,0
ILM,32,1,1,0,0,0
GRB,32,1,1,0,0,0
FLG,31,1,1,0,0,0
RAP,31,1,0,0,1,0
LCH,45,1,0,1,0,0
LRD,31,1,0,1,0,0
LBB,31,1,0,1,0,0
MAF,33,1,0,1,0,0
MLU,31,1,0,1,0,0
SUN,52,1,1,0,0,0
RSW,46,1,1,0,0,0
ACT,32,1,0,1,0,0
MLU,32,1,0,1,0,0
RSW,44,1,0,1,0,0
LCH,31,1,0,1,0,0
MKE,34,1,1,0,0,0
DAY,40,1,0,0,1,0
BRO,33,1,0,0,1,0
ABE,44,1,1,0,0,0
BFL,37,1,1,0,0,0
GRK,33,1,0,0,1,0
DAB,30,1,0,1,0,0
BIL,41,1,0,1,0,0
BOI,31,1,1,0,0,0
MFE,48,1,1,0,0,0
CAE,40,1,0,0,1,0
CID,46,1,1,0,0,0
JAN,43,1,1,0,0,0
HRL,31,1,1,0,0,0
BOI,33,1,1,0,0,0
DAB,28,1,0,0,1,0
STT,27,1,1,0,0,0
PSE,30,1,0,1,0,0
BQN,30,1,0,1,0,0
SWF,28,1,1,0,0,0
LAN,46,1,1,0,0,0
ADK,30,1,1,0,0,0
BRW,30,1,1,0,0,0
GCC,49,1,1,0,0,0
FAI,29,1,1,0,0,0
DLG,28,1,0,1,0,0
GNV,36,1,1,0,0,0
DLG,27,1,1,0,0,0
ADQ,27,1,1,0,0,0
JNU,27,1,1,0,0,0
FAI,27,1,0,1,0,0
JAC,30,1,1,0,0,0
MFE,26,1,1,0,0,0
PSP,29,1,1,0,0,0
MFE,27,1,1,0,0,0
ELM,26,1,1,0,0,0
FAR,27,1,1,0,0,0
LNK,40,1,1,0,0,0
ALO,29,1,1,0,0,0
MOT,27,1,1,0,0,0
FWA,39,1,1,0,0,0
CWA,28,1,0,1,0,0
MQT,28,1,1,0,0,0
MDT,26,1,0,0,1,0
TOL,26,1,0,0,1,0
FWA,28,1,0,1,0,0
ITO,47,1,1,0,0,0
BMI,29,1,0,1,0,0
RST,29,1,0,1,0,0
BMI,26,1,1,0,0,0
MTJ,27,1,1,0,0,0
LBB,27,1,1,0,0,0
MOB,28,1,0,1,0,0
CHO,51,1,0,0,1,0
LSE,35,1,0,0,1,0
ABI,28,1,1,0,0,0
CRP,27,1,1,0,0,0
LBB,30,1,1,0,0,0
TXK,28,1,1,0,0,0
SPS,29,1,1,0,0,0
ABI,30,1,1,0,0,0
SDF,46,1,1,0,0,0
LIH,27,1,1,0,0,0
LYH,27,1,0,0,1,0
CRW,18,1,1,0,0,0
FAY,29,1,1,0,0,0
MEI,28,1,0,0,1,0
AGS,29,1,0,0,1,0
LWB,30,1,1,0,0,0
TXK,18,1,0,1,0,0
VLD,26,1,0,0,1,0
ELM,23,1,1,0,0,0
AEX,28,1,1,0,0,0
BQK,27,1,0,0,1,0
FAY,28,1,0,0,1,0
HHH,30,1,1,0,0,0
PFN,29,1,0,0,1,0
GNV,30,1,0,0,1,0
CHA,28,1,1,0,0,0
LYH,29,1,0,1,0,0
CAK,28,1,0,0,1,0
MGM,26,1,0,0,1,0
